(c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlbewerberinnen und Wahlbewerber für die Wahl zum 9. Europäischen Parlament (26. Mai 2019) aus der Bundesrepublik Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stand:;12.04.2019;08:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Titel;Namenszusatz;Nachname;Vorname;Geschlecht;Geburtjahr;PLZ;Wohnort;WohnortLandAbk;Geburtsort;Staatsangehörigkeit;Beruf;Berufsschluessel;Kennzeichen;Gebietsart;Gebietsnummer;Gebietsname;GebietLandAbk;Gruppenname;GruppennameLang;Listenplatz;VerknKennzeichen;VerknGebietsart;VerknGebietsnummer;VerknGebietsname;VerknGebietLandAbk;VerknGruppenname;VerknListenplatz;VorpGewaehlt
EP;26.05.2019;;;Schröder;Axel;m;1967;14471;Potsdam;BB;Neubrandenburg;DE;Schriftsteller;92;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;48;;;;;;;;
EP;26.05.2019;;;Schröder;Kerstin;w;1979;24891;Struxdorf;SH;Schleswig;DE;wiss. Referentin;84;Bewerber;Land;01;Schleswig-Holstein;SH;CDU;Christlich Demokratische Union Deutschlands;4;;;;;;;;
EP;26.05.2019;;;Schröder;Tom Erik Rudolph;m;1993;26122;Oldenburg (Oldenburg);NI;Oldenburg;DE;Student;04;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;45;;;;;;;;
EP;26.05.2019;;;Schröter;Karl Martin;m;1961;82467;Garmisch-Partenkirchen;BY;Münster (Westf.);DE;Diplomat;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;132;;;;;;;;
EP;26.05.2019;;;Schubert;Sabrina Johanna;w;1978;20259;Hamburg;HH;Hamburg;DE;Volkswirtin;91;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;11;;;;;;;;
EP;26.05.2019;;;Schuhknecht;Heidi;w;1987;04600;Altenburg;TH;Altenburg;DE;Erzieherin;83;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;141;;;;;;;;
EP;26.05.2019;;;Schulte;Georg;m;1950;67229;Gerolsheim;RP;Wipperfürth;DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;Graue Panther;Graue Panther;2;;;;;;;;
EP;26.05.2019;;;Schulte;Klaus Keno Friedrich;m;1982;40233;Düsseldorf;NW;Aurich;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;77;;;;;;;;
EP;26.05.2019;;;Schulz;Dieter;m;1966;12524;Berlin;BE;Demmin;DE;Perspektivcoach;84;Bewerber;Bund;99;Bundesgebiet;Bund;NL;Neue Liberale – Die Sozialliberalen;8;;;;;;;;
EP;26.05.2019;;;Schulz;Michael;m;1977;13437;Berlin;BE;Berlin;DE;Fahrlehrer;84;Bewerber;Bund;99;Bundesgebiet;Bund;Die Grauen;Die Grauen – Für alle Generationen;1;;;;;;;;
EP;26.05.2019;;;Schulz-Thomale;Hagen Günter;m;1943;45289;Essen;NW;Glogau (Oder);DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;79;;;;;;;;
EP;26.05.2019;;;Schulze;Sven;m;1979;06458;Selke-Aue;ST;Quedlinburg;DE;MdEP;71;Bewerber;Land;15;Sachsen-Anhalt;ST;CDU;Christlich Demokratische Union Deutschlands;1;;;;;;;;X
EP;26.05.2019;;;Schulze-Waltrup;Bernd;m;1966;33102;Paderborn;NW;Paderborn;DE;Verkehrsplaner;51;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;11;;;;;;;;
EP;26.05.2019;;;Schumacher;Jörg Günter;m;1964;14163;Berlin;BE;Frankfurt am Main;DE;Rechtsanwalt, Mediator;73;Bewerber;Land;11;Berlin;BE;CDU;Christlich Demokratische Union Deutschlands;5;;;;;;;;
EP;26.05.2019;;;Schumacher;Ron;m;1976;20251;Hamburg;HH;Bonn-Bad Godesberg;DE;Justiziar;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;117;;;;;;;;
EP;26.05.2019;;;Schunck;Derya;w;1983;66424;Homburg;SL;Büren;DE;Lehrerin;84;Bewerber;Land;10;Saarland;SL;CDU;Christlich Demokratische Union Deutschlands;16;;;;;;;;
EP;26.05.2019;;;Schunk;Martin;m;1993;95326;Kulmbach;BY;Kulmbach;DE;Student;04;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;38;;;;;;;;
EP;26.05.2019;;;Schunn;Patrick Leonardo;m;1984;52441;Linnich;NW;Linnich;DE;Politikwissenschaftler (M. A.);91;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;35;;;;;;;;
EP;26.05.2019;;;Schuster;Joachim Dieter;m;1962;28203;Bremen;HB;Rastatt;DE;Politikwissenschaftler;91;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;16;;;;;;;;X
EP;26.05.2019;;;Schuster;Marina Walburga;w;1975;91171;Greding;BY;Eichstätt;DE;Dipl.-Kauffrau (Univ.);61;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;21;;;;;;;;
EP;26.05.2019;Dr.;;Schwab;Andreas Joachim;m;1973;78050;Villingen-Schwenningen;BW;Rottweil;DE;MdEP;71;Bewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;3;;;;;;;;X
EP;26.05.2019;;;Schwaiger;Tobias;m;1987;81669;München;BY;Weilheim i.OB;DE;Medienwissenschaftler;91;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;BP;Bayernpartei;1;;;;;;;;
EP;26.05.2019;;;Schwarz;Alix Elisabeth Anneliese;w;1989;60326;Frankfurt am Main;HE;Wertheim am Main;DE;Angestellte;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;114;;;;;;;;
EP;26.05.2019;;;Schwarz;Thomas;m;1974;41466;Neuss;NW;Neuss;DE;Dipl.-Pädagoge;91;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;2;;;;;;;;
EP;26.05.2019;;;Schwarzbach;Rainer;m;1972;40217;Düsseldorf;NW;Witten (Ruhr);DE;IT-Systembetreuer;43;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;94;;;;;;;;
EP;26.05.2019;;;Schwarzendahl;David Rolf;m;1983;67227;Frankenthal (Pfalz);RP;Lindlar;DE;Sachbearbeiter;71;Bewerber;Bund;99;Bundesgebiet;Bund;DIE LINKE;DIE LINKE;18;;;;;;;;
EP;26.05.2019;;;Schwarzwald;Cristina;w;1994;22455;Hamburg;HH;Hamburg;DE;öffentl. Verwaltung;73;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;31;;;;;;;;
EP;26.05.2019;;;Schwind;Henry;m;1988;45896;Gelsenkirchen;NW;Gelsenkirchen;DE;Koch;29;Bewerber;Bund;99;Bundesgebiet;Bund;DIE RECHTE;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;11;;;;;;;;
EP;26.05.2019;Dr.;;Schäck;Stefan Erwin;m;1979;84036;Landshut;BY;Landshut;DE;Patentanwalt;73;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;42;;;;;;;;
EP;26.05.2019;;;Schädel;Peter Viktor;m;1950;18198;Kritzmow;MV;Neckarsulm;DE;Lehrer i. R.;05;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;86;;;;;;;;
EP;26.05.2019;;;Schäfer;Gregor;m;1973;59348;Lüdinghausen;NW;Köln;DE;Account Manager;92;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;30;;;;;;;;
EP;26.05.2019;;;Schäfer;Karin;w;1956;46049;Oberhausen;NW;Oberhausen;DE;Sekretärin;71;Bewerber;Bund;99;Bundesgebiet;Bund;DIE VIOLETTEN;Die Violetten;9;;;;;;;;
EP;26.05.2019;;;Schäfer;Marianne Gertrud Ingeborg Franziska;w;1989;79098;Freiburg im Breisgau;BW;Freiburg im Breisgau;DE;Elektroingenieurin;26;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;57;;;;;;;;
EP;26.05.2019;Dr.;;Schäfer;Peter;m;1972;63456;Hanau;HE;Hanau;DE;Rechtsanwalt;73;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;24;;;;;;;;
EP;26.05.2019;;;Schäfer;Simon;m;1992;69121;Heidelberg;BW;Kassel;DE;IT-Berater;43;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;58;;;;;;;;
EP;26.05.2019;;;Schölzel;Arnold Angelus;m;1947;10551;Berlin;BE;Bremen;DE;Philosoph, Journalist;91;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;7;;;;;;;;
EP;26.05.2019;;;Schönig;Jens;m;1971;27568;Bremerhaven;HB;Bremen;DE;Journalist;92;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;45;;;;;;;;
EP;26.05.2019;;;Schütt;Ulrike;w;1965;85540;Haar;BY;München;DE;Lehrerin;84;Bewerber;Bund;99;Bundesgebiet;Bund;LKR;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;3;;;;;;;;
EP;26.05.2019;;;Seekatz;Ralf;m;1972;56457;Westerburg;RP;Dernbach;DE;MdL RP, Industriekaufmann, Dipl.-Verwaltungswirt (FH);71;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;2;;;;;;;;
EP;26.05.2019;Dr.;;Seiter;Stephan;m;1963;70736;Fellbach;BW;Stuttgart;DE;Professor;84;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;26;;;;;;;;
EP;26.05.2019;;;Seliger;Bernd;m;1990;41236;Mönchengladbach;NW;Dresden;DE;Produktionsmechaniker;25;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;131;;;;;;;;
EP;26.05.2019;;;Semrau;Björn Niklas;m;1978;64283;Darmstadt;HE;Seeheim-Jugenheim;DE;Politikwissenschaftler;91;Bewerber;Bund;99;Bundesgebiet;Bund;PIRATEN;Piratenpartei Deutschland;4;;;;;;;;
EP;26.05.2019;;;Semsrott;Nico;m;1986;22767;Hamburg;HH;Hamburg;DE;Satiriker, Demotivationstrainer;94;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;2;;;;;;;;
EP;26.05.2019;;;Senking;Celina;w;1995;56338;Braubach;RP;Lahnstein;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;143;;;;;;;;
EP;26.05.2019;;;Settele;Angela Renate;w;1960;80798;München;BY;Bad Kötzting;DE;Dipl.-Soziologin MPH;91;Bewerber;Bund;99;Bundesgebiet;Bund;BP;Bayernpartei;7;;;;;;;;
EP;26.05.2019;;;Seyfert;Marie Sophie;w;1981;09599;Freiberg;SN;Zschopau;DE;Referentin;71;Bewerber;Land;14;Sachsen;SN;CDU;Christlich Demokratische Union Deutschlands;4;;;;;;;;
EP;26.05.2019;;;Sharman;Martina;w;1967;38302;Wolfenbüttel;NI;Frankfurt am Main;DE;Stationsleitung;81;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;7;;;;;;;;
EP;26.05.2019;;;Simmons;Jessica-Aline Ida;w;1980;66123;Saarbrücken;SL;Saarbrücken;DE;Kauffrau für Bürokommunikation;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;34;;;;;;;;
EP;26.05.2019;;;Simon;Ann-Cathrin Silvana Alice;w;1996;71334;Waiblingen;BW;Stuttgart;DE;Studentin der Rechtswissenschaften;04;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;18;;;;;;;;
EP;26.05.2019;;;Simon;Peter Michael;m;1938;39218;Schönebeck (Elbe);ST;Dresden;DE;Rentner, Dipl.-Ingenieur;05;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzallianz;Allianz für Menschenrechte, Tier- und Naturschutz;7;Ersatzbewerber;Bund;99;Bundesgebiet;;Tierschutzallianz;2;
EP;26.05.2019;;;Simon;Peter Roland Fritz;m;1967;68163;Mannheim;BW;Mannheim;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;26;;;;;;;;X
EP;26.05.2019;Dr.;;Simon;Rainer;m;1952;75196;Remchingen;BW;Pforzheim;DE;Arzt für Allgemeinmedizin;81;Bewerber;Bund;99;Bundesgebiet;Bund;Bündnis C;Bündnis C - Christen für Deutschland;5;;;;;;;;
EP;26.05.2019;Prof. Dr.;;Simon;Sven;m;1978;35418;Buseck;HE;Lahn-Wetzlar;DE;Universitätsprofessor;84;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;1;;;;;;;;
EP;26.05.2019;;;Simons;Julien François;m;1989;66121;Saarbrücken;SL;Dorsten;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;126;;;;;;;;
EP;26.05.2019;;;Sinderwald;Luka Finn Marten;m;1993;63263;Neu-Isenburg;HE;Darmstadt;DE;Biologielaborant;41;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;74;;;;;;;;
EP;26.05.2019;;;Single;Ulrike;w;1982;30449;Hannover;NI;Leonberg;DE;Büroleiterin;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;87;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;83;
EP;26.05.2019;;;Sippel;Birgit;w;1960;59755;Arnsberg;NW;Bochum;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;7;;;;;;;;X
EP;26.05.2019;;;Sisamci;Damhat;m;1993;66564;Ottweiler;SL;Ottweiler;DE;Facharbeiter;62;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;41;;;;;;;;
EP;26.05.2019;;;Skoda;Sven;m;1978;40233;Düsseldorf;NW;Düsseldorf;DE;Software Engineer;43;Bewerber;Bund;99;Bundesgebiet;Bund;DIE RECHTE;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;2;;;;;;;;
EP;26.05.2019;;;Slawik;Nyke;w;1994;40221;Düsseldorf;NW;Leverkusen;DE;Angestellte;71;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;27;;;;;;;;
EP;26.05.2019;;;Sombach;Hanno;m;1965;86159;Augsburg;BY;Reschitza, Rumänien;DE;Anwendungsentwickler;43;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;70;;;;;;;;
EP;26.05.2019;;;Sonneborn;Martin Hans;m;1965;10629;Berlin;BE;Göttingen;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;1;;;;;;;;X
EP;26.05.2019;;;Spachtholz;Cornelia Franziska;w;1967;90419;Nürnberg;BY;Hannover;DE;selbst. Ausschließlichkeitsvermittlerin Versicherungen;72;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;32;;;;;;;;
EP;26.05.2019;;;Spalek;Gregor Johann;m;1976;33611;Bielefeld;NW;Bytom (Beuthen), Polen;DE;Altenpfleger;82;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;92;;;;;;;;
EP;26.05.2019;;;Spallek;Carsten;m;1971;10823;Berlin;BE;Berlin;DE;Bankkaufmann;72;Bewerber;Land;11;Berlin;BE;CDU;Christlich Demokratische Union Deutschlands;2;;;;;;;;
EP;26.05.2019;;;Speer;Tobias;m;1980;68199;Mannheim;BW;Sömmerda;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;6;;;;;;;;
EP;26.05.2019;;;Spies;Alexander;m;1955;10785;Berlin;BE;Frankfurt am Main;DE;Softwareentwickler;43;Bewerber;Bund;99;Bundesgebiet;Bund;PIRATEN;Piratenpartei Deutschland;6;;;;;;;;
EP;26.05.2019;;;Sponsel;Maria Barbara Helene;w;1983;92637;Weiden i.d.OPf.;BY;Erlangen;DE;Lehrerin;84;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;20;;;;;;;;
EP;26.05.2019;;;Sproll;Felix Alexander;m;1992;81371;München;BY;Augsburg;DE;selbst. Finanzberater;72;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;21;;;;;;;;
EP;26.05.2019;Dr.;;Spägele;Herbert;m;1951;78532;Tuttlingen;BW;München;DE;Facharzt für Allgemeinmedizin;81;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;161;;;;;;;;
EP;26.05.2019;;;Spönemann;Robert;m;1979;10961;Berlin;BE;Kiel;DE;Angestellter;71;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;78;;;;;;;;
EP;26.05.2019;;;Staat;Christian Elmar;m;1984;97450;Arnstein;BY;Würzburg;DE;Volkswirt bei der Europ. Kommission;91;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;8;;;;;;;;
EP;26.05.2019;;;Stadelmann;Niklas;m;1994;96224;Burgkunstadt;BY;Lichtenfels;DE;Student;04;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;49;;;;;;;;
EP;26.05.2019;;;Stadelmann;Walter;m;1962;90592;Schwarzenbruck;BY;Enheim;DE;Diakon;83;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;68;;;;;;;;
EP;26.05.2019;;;Staffehl;Katja;w;1982;99734;Nordhausen;TH;Nordhausen;DE;Krankenschwester;81;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;62;;;;;;;;
EP;26.05.2019;;;Stahl;Alexander;m;1996;71120;Grafenau;BW;Sindelfingen;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;134;;;;;;;;
EP;26.05.2019;;;Stahl;Monika;w;1985;60316;Frankfurt am Main;HE;Detmold;DE;Sozialpädagogin;83;Bewerber;Bund;99;Bundesgebiet;Bund;NL;Neue Liberale – Die Sozialliberalen;5;;;;;;;;
EP;26.05.2019;;;Stankus;Heike Christine;w;1960;72414;Rangendingen;BW;Ludwigshafen;DE;Gymnasiallehrerin, Dipl.-Theologin;84;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;40;;;;;;;;
EP;26.05.2019;;;Stark;Kerstin Elisabeth;w;1966;87435;Kempten (Allgäu);BY;Schwäbisch Gmünd;DE;Dipl.-Pädagogin;91;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;8;;;;;;;;
EP;26.05.2019;;;Starken;Sally Lisa;w;1990;33619;Bielefeld;NW;Bielefeld;DE;Dipl.-Rechtspflegerin;73;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;47;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;36;
EP;26.05.2019;;;Stede;Lukas;m;1994;34519;Diemelsee;HE;Bad Arolsen;DE;Student der Politikwissenschaften;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;56;;;;;;;;
EP;26.05.2019;;;Steffen;Jan Oliver;m;1973;65933;Frankfurt am Main;HE;Marburg;DE;Krebsforscher;81;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;55;;;;;;;;
EP;26.05.2019;;;Steffens;Evelyn Heike;w;1981;14612;Falkensee;BB;Heidelberg;DE;Archäologin;91;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;12;;;;;;;;
EP;26.05.2019;;;Steffgen;Susanne Sandra Daniela;w;1964;27777;Ganderkesee;NI;Schifferstadt;DE;staatl. geprüfte Maschinenbautechnikerin;25;Bewerber;Bund;99;Bundesgebiet;Bund;DIE LINKE;DIE LINKE;19;;;;;;;;
EP;26.05.2019;;;Steinberger;Till Christoph;m;1980;63067;Offenbach am Main;HE;Heide (Holstein);DE;Unternehmer;71;Bewerber;Bund;99;Bundesgebiet;Bund;ÖkoLinX;Ökologische Linke;22;;;;;;;;
EP;26.05.2019;;;Steinert;Sebastian Thomas;m;1999;10823;Berlin;BE;Berlin;DE;Student;04;Bewerber;Land;11;Berlin;BE;CDU;Christlich Demokratische Union Deutschlands;9;;;;;;;;
EP;26.05.2019;;;Steinhauser;Jan-Daniel;m;1987;21029;Hamburg;HH;Nürnberg;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die Humanisten;Partei der Humanisten;3;;;;;;;;
EP;26.05.2019;;;Steinkamp;Jochen;m;1981;49393;Lohne (Oldenburg);NI;Lohne (Oldenburg);DE;Angestellter;71;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;16;;;;;;;;
EP;26.05.2019;;;Steinmüller;Hanna Skrollan;w;1993;13086;Berlin;BE;Münster;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;33;;;;;;;;
EP;26.05.2019;Dr.;;Steltemeier;Rolf;m;1968;69117;Heidelberg;BW;Esslingen am Neckar;DE;Ministerialdirigent;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;50;;;;;;;;
EP;26.05.2019;;;Stemmer;Lisa Carolin;w;1990;13055;Berlin;BE;Berlin;DE;Fachangestellte für Arbeitsförderung;73;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;7;;;;;;;;
EP;26.05.2019;;;Steppat;Sabine;w;1956;22455;Hamburg;HH;Hamburg;DE;Redakteurin;92;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;49;;;;;;;;
EP;26.05.2019;;;Stettner;Ralf;m;1967;65197;Wiesbaden;HE;Münster (Westf.);DE;Beamter;73;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;15;;;;;;;;
EP;26.05.2019;;;Stickeler;Stephan;m;1960;57368;Lennestadt;NW;Altenhundem;DE;Lehrer;84;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;14;;;;;;;;
EP;26.05.2019;;;Stiegeler;David;m;1997;87743;Egg a.d.Günz;BY;Memmingen;DE;Student;04;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;52;;;;;;;;
EP;26.05.2019;;;Stier;Paula Maria;w;1997;15366;Neuenhagen bei Berlin;BB;Berlin;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;13;;;;;;;;
EP;26.05.2019;;;Stinder;Sascha;m;1972;42117;Wuppertal;NW;München;DE;Berufskraftfahrer ÖPNV;52;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;10;;;;;;;;
EP;26.05.2019;;;Stirnberg;Johannes;m;1945;52066;Aachen;NW;Arpe (Schmallenberg);DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;57;;;;;;;;
EP;26.05.2019;;;Strakosch;Gerhard;m;1952;31020;Salzhemmendorf;NI;Hameln;DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;Die Grauen;Die Grauen – Für alle Generationen;14;;;;;;;;
EP;26.05.2019;;;Straub;Matthias;m;1991;95517;Seybothenreuth;BY;Bayreuth;DE;Politikwissenschaftler, Reserveoffizier;91;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;36;;;;;;;;
EP;26.05.2019;;;Straube-Kögler;Steffen Thomas;m;1967;75392;Deckenpfronn;BW;Stuttgart;DE;Lehrer;84;Bewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;18;;;;;;;;
EP;26.05.2019;;;Strempel;Hans Jürgen;m;1955;61267;Neu-Anspach;HE;Glienicke/Nordbahn;DE;Bankangestellter;72;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;23;;;;;;;;
EP;26.05.2019;;;Stucke;Ingo;m;1971;33647;Bielefeld;NW;Bielefeld;DE;Pfarrer;83;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;86;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;50;
EP;26.05.2019;;;Sturm-Rudat;Christine Gertrude Rosina;w;1960;86150;Augsburg;BY;Philadelphia;DE;Juristin;73;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;42;;;;;;;;
EP;26.05.2019;;;Stussig;Mario-Frank Constantin;m;1952;22359;Hamburg;HH;Bonn;DE;Dipl.-Wirtschaftsingenieur, Unternehmensberater;27;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;139;;;;;;;;
