(c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlbewerberinnen und Wahlbewerber für die Wahl zum 9. Europäischen Parlament (26. Mai 2019) aus der Bundesrepublik Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stand:;12.04.2019;08:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Titel;Namenszusatz;Nachname;Vorname;Geschlecht;Geburtjahr;PLZ;Wohnort;WohnortLandAbk;Geburtsort;Staatsangehörigkeit;Beruf;Berufsschluessel;Kennzeichen;Gebietsart;Gebietsnummer;Gebietsname;GebietLandAbk;Gruppenname;GruppennameLang;Listenplatz;VerknKennzeichen;VerknGebietsart;VerknGebietsnummer;VerknGebietsname;VerknGebietLandAbk;VerknGruppenname;VerknListenplatz;VorpGewaehlt
EP;26.05.2019;;;Hemmerle;Christoph;m;1978;29646;Bispingen;NI;Soltau;DE;Studienreferendar, Hptm. d. R.;84;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;23;;;;;;;;
EP;26.05.2019;;;Hemminger;Matteo;m;1994;74405;Gaildorf;BW;Schwäbisch Hall;DE;Student der Rechtswissenschaften;04;Bewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;12;;;;;;;;
EP;26.05.2019;;;Hendricks;René;m;1987;24238;Selent;SH;Henstedt-Ulzburg;DE;Angestellter;71;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;52;;;;;;;;
EP;26.05.2019;;;Henn;Diane Regine;w;1968;60318;Frankfurt am Main;HE;Gerolstein;DE;Dipl.-Psychologin;81;Bewerber;Bund;99;Bundesgebiet;Bund;ÖkoLinX;Ökologische Linke;21;;;;;;;;
EP;26.05.2019;;;Hennig;Dietmar-Dominik;m;1976;73037;Göppingen;BW;Leipzig;DE;Industriekaufmann;71;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;25;;;;;;;;
EP;26.05.2019;;;Henning;Sebastian;m;1987;33647;Bielefeld;NW;Bielefeld;DE;Student der Rechtswissenschaft;04;Bewerber;Bund;99;Bundesgebiet;Bund;FAMILIE;Familien-Partei Deutschlands;5;;;;;;;;
EP;26.05.2019;;;Herbst;Corinne;w;1973;55129;Mainz;RP;Mainz;DE;wiss. Referentin;84;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;33;;;;;;;;
EP;26.05.2019;;;Herbst;Niclas;m;1973;24105;Kiel;SH;Ratzeburg;DE;Politikwissenschaftler;91;Bewerber;Land;01;Schleswig-Holstein;SH;CDU;Christlich Demokratische Union Deutschlands;1;;;;;;;;
EP;26.05.2019;;;Herdan;Marion Marga;w;1958;24113;Molfsee;SH;Kiel;DE;Angestellte;71;Bewerber;Land;01;Schleswig-Holstein;SH;CDU;Christlich Demokratische Union Deutschlands;3;;;;;;;;
EP;26.05.2019;Dr.;;Herhammer;Norbert;m;1975;67697;Otterberg;RP;Rodalben;DE;Lehrer;84;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;6;;;;;;;;
EP;26.05.2019;;;Hermanns;Brigitte;w;1952;40472;Düsseldorf;NW;Emmerich;DE;Rentnerin;05;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;6;;;;;;;;
EP;26.05.2019;;;Hermanns;Walter;m;1947;40472;Düsseldorf;NW;Düsseldorf;DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;5;;;;;;;;
EP;26.05.2019;;;Herms;Sandor Herms;m;1994;28211;Bremen;HB;Clinton, USA, MD;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;113;;;;;;;;
EP;26.05.2019;;;Herrmann;Frank;m;1961;40883;Ratingen;NW;Ratingen;DE;Regisseur;94;Bewerber;Bund;99;Bundesgebiet;Bund;PIRATEN;Piratenpartei Deutschland;8;;;;;;;;
EP;26.05.2019;Dr.;;Herzberger-Fofana;Pierrette Gabrielle;w;1949;91058;Erlangen;BY;Bamako, Mali;DE;Gymnasiallehrerin a. D., Rentnerin;05;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;21;;;;;;;;
EP;26.05.2019;;;Heubeck;Lukas Marvin;m;1999;91126;Schwabach;BY;Nürnberg;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;153;;;;;;;;
EP;26.05.2019;;;Heubusch;Barbara Brigitte;w;1964;91154;Roth;BY;Schillingsfürst;DE;Versandmitarbeiterin;51;Bewerber;Bund;99;Bundesgebiet;Bund;Gesundheitsforschung;Partei für Gesundheitsforschung;12;;;;;;;;
EP;26.05.2019;;;Heyting;Ingeborg;w;1957;78054;Villingen-Schwenningen;BW;München;DE;Verkaufsberaterin;62;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzallianz;Allianz für Menschenrechte, Tier- und Naturschutz;3;;;;;;;;
EP;26.05.2019;;;Heß;Fabian Max;m;1993;04107;Leipzig;SN;Waiblingen;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;10;;;;;;;;
EP;26.05.2019;;;Heß-Tchokam;Frauke (Frauke Hess);w;1976;28205;Bremen;HB;Aurich;DE;Musikerin;94;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;11;;;;;;;;
EP;26.05.2019;;;Hießerich-Peter;Angelika;w;1964;66693;Mettlach;SL;Wiebelskirchen;DE;Hotelier;63;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;81;;;;;;;;
EP;26.05.2019;;;Hilbig;Maurice Michael;m;1994;94032;Passau;BY;München;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;24;;;;;;;;
EP;26.05.2019;;;Hilgers;Sven Matthias;m;1989;10115;Berlin;BE;Neuss;DE;Politikwissenschaftler;91;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;40;;;;;;;;
EP;26.05.2019;;;Hiller;Ulrike Elisabeth;w;1965;28203;Bremen;HB;Sarstedt;DE;Juristin, Staatsrätin;73;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;16;;;;;;;;
EP;26.05.2019;;;Hindersmann;Nils;m;1980;30457;Hannover;NI;Bremen;DE;Gewerkschaftssekretär;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;70;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;6;
EP;26.05.2019;;;Hinkelmann;Jens;m;1974;09243;Niederfrohna;SN;Karl-Marx-Stadt;DE;Analyst Kreditinstitut;72;Bewerber;Land;14;Sachsen;SN;CDU;Christlich Demokratische Union Deutschlands;5;;;;;;;;
EP;26.05.2019;;;Hirschbach;Malte;m;1992;06114;Halle (Saale);ST;Peine;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;126;;;;;;;;
EP;26.05.2019;Dr.;;Hirschmann;Wolf Dietrich;m;1983;71711;Steinheim an der Murr;BW;Stuttgart;DE;Dipl.-Biochemiker, Pharmaberater;41;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;105;;;;;;;;
EP;26.05.2019;;;Hodzic;Burhan;m;1997;86199;Augsburg;BY;Ras Al-Khaimah, VAE;DE;Jurastudent;04;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;30;;;;;;;;
EP;26.05.2019;;;Hofer;Peter-Jonny;m;1963;56457;Westerburg;RP;El Paso, USA, TX;DE;Persönlichkeits- und Marketingtrainer;84;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;49;;;;;;;;
EP;26.05.2019;;;Hoffmann;Margarita;w;1993;33689;Bielefeld;NW;Spizewka;DE;Altenpflegerin;82;Bewerber;Bund;99;Bundesgebiet;Bund;LIEBE;Europäische Partei LIEBE;7;;;;;;;;
EP;26.05.2019;;;Hoffmann;Hubert Nikolaus;m;1952;54533;Oberöfflingen;RP;Oberöfflingen;DE;Malermeister;33;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;16;;;;;;;;
EP;26.05.2019;;;Hoffmann;Iris;w;1963;18198;Stäbelow;MV;Rostock;DE;MdEP, Dipl.-Betriebswirtin;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;19;;;;;;;;X
EP;26.05.2019;;;Hoffmann;Kevin Harry Winston;m;1980;13407;Berlin;BE;Berlin;DE;arbeitslos;06;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;85;;;;;;;;
EP;26.05.2019;;;Hofmaier;Franz;m;1952;85055;Ingolstadt;BY;Ingolstadt;DE;IT-Systemplaner i. R.;05;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;60;;;;;;;;
EP;26.05.2019;;;Hofmann;Diana;w;1979;55218;Ingelheim am Rhein;RP;Hildburghausen;DE;Bankfachwirtin;72;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;8;;;;;;;;
EP;26.05.2019;;;Hofmann;Erik;m;1986;56841;Traben-Trarbach;RP;Leipzig;DE;Winzer;11;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;95;;;;;;;;
EP;26.05.2019;;;Hofmann;Thomas;m;1983;42899;Remscheid;NW;Remscheid;DE;Privatier;06;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;41;;;;;;;;
EP;26.05.2019;;;Hohlmeier;Monika Brigitte Gertrud Maria;w;1962;96231;Bad Staffelstein;BY;München;DE;MdEP, Hotelfachfrau;71;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;4;;;;;;;;X
EP;26.05.2019;;;Hohmeister;Anke Karin;w;1974;12049;Berlin;BE;Rotenburg a. d. Fulda;DE;Kommunikationsdesignerin;23;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;81;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;77;
EP;26.05.2019;;;Holdt;Christian;m;1966;82275;Emmering;BY;Frankfurt am Main;DE;Online-Marktforscher;91;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;46;;;;;;;;
EP;26.05.2019;;;Holst;Karsten;m;1965;21614;Buxtehude;NI;Hamburg-Harburg;DE;Kaufmann;61;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;99;;;;;;;;
EP;26.05.2019;Dr.;;Honecker;Ulrich;m;1967;66265;Heusweiler;SL;Saarbrücken;DE;Dipl.-Geograph;42;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;71;;;;;;;;
EP;26.05.2019;;;Hoppe;Bettina;w;1962;13465;Berlin;BE;Detmold;DE;Verwaltungsfachangestellte;73;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;91;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;87;
EP;26.05.2019;;;Horvat;Srećko;m;1983;10967;Berlin;BE;Osijek, Kroatien;HR;Philosoph;91;Bewerber;Bund;99;Bundesgebiet;Bund;DiEM25;Demokratie in Europa - DiEM25;3;;;;;;;;
EP;26.05.2019;;;Houwer;Donald;m;1978;13355;Berlin;BE;München;DE;Filmschaffender;92;Bewerber;Bund;99;Bundesgebiet;Bund;DiEM25;Demokratie in Europa - DiEM25;19;;;;;;;;
EP;26.05.2019;;;Hunger;Lukas;m;1996;99086;Erfurt;TH;Hildburghausen;DE;Schüler;04;Bewerber;Bund;99;Bundesgebiet;Bund;DIE DIREKTE!;Demokratie DIREKT!;7;;;;;;;;
EP;26.05.2019;;;Huppert;Sabine;w;1955;30169;Hannover;NI;Hannover;DE;Zustellerin;51;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;24;;;;;;;;
EP;26.05.2019;;;Hussain;Tehmeena;w;1985;81735;München;BY;Nottingham;GB;Berufspädagogin;84;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;14;;;;;;;;
EP;26.05.2019;;;Hussein;Mona;w;1970;60318;Frankfurt am Main;HE;Frankfurt am Main;DE;Bürokauffrau;71;Bewerber;Bund;99;Bundesgebiet;Bund;ÖkoLinX;Ökologische Linke;23;;;;;;;;
EP;26.05.2019;;;Hußmann;Heinrich Martin;m;1954;65307;Bad Schwalbach;HE;Lienen;DE;Bürgermeister;71;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;21;;;;;;;;
EP;26.05.2019;;;Häberle;Axel Reinhard;m;1956;88709;Hagnau am Bodensee;BW;Sigmaringen;DE;Geschäftsführer;71;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;19;;;;;;;;
EP;26.05.2019;;;Hänling;Ruth;w;1962;76889;Oberotterbach;RP;Ludwigshafen;DE;Lehrerin;84;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;15;;;;;;;;
EP;26.05.2019;;;Hänsch;Andreas Ferdinand;m;1962;10829;Berlin;BE;Berlin;DE;Genesungsbegleiter, Ex-In-Peer;81;Bewerber;Bund;99;Bundesgebiet;Bund;DIE VIOLETTEN;Die Violetten;7;;;;;;;;
EP;26.05.2019;;;Härtl;Markus;m;1973;92318;Neumarkt i.d.OPf.;BY;Neumarkt i.d.OPf.;DE;Handelsfachwirt;61;Bewerber;Bund;99;Bundesgebiet;Bund;BGE;Bündnis Grundeinkommen - Die Grundeinkommenspartei;2;;;;;;;;
EP;26.05.2019;;;Häusling;Martin Christian;m;1961;34596;Bad Zwesten;HE;Bad Wildungen;DE;Biobauer;11;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;6;;;;;;;;X
EP;26.05.2019;;;Högen;Sebastian Andreas;m;1986;01159;Dresden;SN;Köln;DE;Imker;11;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;39;;;;;;;;
EP;26.05.2019;;;Höhle;Clarisse;w;1990;40629;Düsseldorf;NW;Tönisvorst;DE;Volljuristin, Referentin;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;27;;;;;;;;
EP;26.05.2019;;;Höntzsch;Sabine;w;1966;47798;Krefeld;NW;Krefeld;DE;Dipl.-Kommunikationsdesignerin;23;Bewerber;Bund;99;Bundesgebiet;Bund;BGE;Bündnis Grundeinkommen - Die Grundeinkommenspartei;7;;;;;;;;
EP;26.05.2019;;;Höppner;André;m;1982;30629;Hannover;NI;Hannover;DE;Zusteller für Großgeräte;51;Bewerber;Bund;99;Bundesgebiet;Bund;Die Grauen;Die Grauen – Für alle Generationen;12;;;;;;;;
EP;26.05.2019;Dr.;;Höschel;Mathias Edwin;m;1967;40670;Meerbusch;NW;Lank-Latum (Meerbusch);DE;Zahnarzt;81;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;10;;;;;;;;
EP;26.05.2019;;;Hüben-Holomos;Doris;w;1969;97299;Zell a.Main;BY;Grevenbroich;DE;kfm. Geschäftsführerin;71;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;82;;;;;;;;
EP;26.05.2019;;;Hümmer;Reinhard Hans Friedrich;m;1963;96106;Ebern;BY;Ebern;DE;kfm. Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;72;;;;;;;;
EP;26.05.2019;;;Illenseer;Andreas;m;1981;55122;Mainz;RP;Frankfurt am Main;DE;Büroleiter;71;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;10;;;;;;;;
EP;26.05.2019;;;Ilunga;Kaisa;m;1956;53119;Bonn;NW;Kolwezi, Dem. Rep. Kongo;DE;Journalist;92;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;8;;;;;;;;
EP;26.05.2019;;;Jaeger;Christian;m;1975;84307;Eggenfelden;BY;Lörrach;DE;Journalist;92;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;51;;;;;;;;
EP;26.05.2019;;;Jahn;Jens-Eberhard Paul Wilhelm;m;1967;04318;Leipzig;SN;Berlin;DE;Lehrer;84;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;4;;;;;;;;
EP;26.05.2019;Dr.;;Jahr;Dieter Peter;m;1959;09328;Lunzenau;SN;Burgstädt;DE;MdEP;71;Bewerber;Land;14;Sachsen;SN;CDU;Christlich Demokratische Union Deutschlands;1;;;;;;;;X
EP;26.05.2019;;;Jakobs;Hans-Georg;m;1959;54516;Wittlich;RP;Trier;DE;Bankfachwirt;72;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;14;;;;;;;;
EP;26.05.2019;;;Jamme;Sonja;w;1976;21335;Lüneburg;NI;Hamburg;DE;Kulturwissenschaftlerin;91;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;17;;;;;;;;
EP;26.05.2019;;;Jancar;Ines Sophia;w;1988;60318;Frankfurt am Main;HE;Langen;DE;Sprachwissenschaftlerin;91;Bewerber;Bund;99;Bundesgebiet;Bund;BGE;Bündnis Grundeinkommen - Die Grundeinkommenspartei;8;;;;;;;;
EP;26.05.2019;;;Jennerjahn;Marten;m;1974;70195;Stuttgart;BW;Rostock;DE;Geschäftsführer;71;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;82;;;;;;;;
EP;26.05.2019;;;Jensen;Sascha;m;1977;35796;Weinbach;HE;Husum;DE;Softwareentwickler;43;Bewerber;Bund;99;Bundesgebiet;Bund;ÖkoLinX;Ökologische Linke;26;;;;;;;;
EP;26.05.2019;;;Jerabek;Christine;w;1959;72108;Rottenburg am Neckar;BW;Marbach am Neckar;DE;Gymnasiallehrerin;84;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;4;;;;;;;;
EP;26.05.2019;;;Jeschke;Friedrich;m;1983;50931;Köln;NW;Aachen;DE;Account Manager IT;43;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;22;;;;;;;;
EP;26.05.2019;;;Jonitz;Michael;m;1982;28211;Bremen;HB;Bremen;DE;Hochschuldozent;84;Bewerber;Land;04;Bremen;HB;CDU;Christlich Demokratische Union Deutschlands;5;;;;;;;;
EP;26.05.2019;;;Jung;Christine Katharina;w;1982;66113;Saarbrücken;SL;Wadern;DE;Beamtin;73;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;41;;;;;;;;
EP;26.05.2019;;;Jung;Xaver;m;1962;66887;Rammelsbach;RP;Kusel;DE;Oberstudienrat;84;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;4;;;;;;;;
EP;26.05.2019;;;Jungermann;Georg Johannes;m;1974;10437;Berlin;BE;Hamburg;DE;Schauspieler;94;Bewerber;Bund;99;Bundesgebiet;Bund;Gesundheitsforschung;Partei für Gesundheitsforschung;3;;;;;;;;
EP;26.05.2019;;;Jungkunz;Robert Georg Anton;m;1965;90762;Fürth;BY;Fürth;DE;Fachberater im Außendienst;61;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;145;;;;;;;;
EP;26.05.2019;;;Jutrowska;Jacqueline;w;1976;39359;Oebisfelde-Weferlingen;ST;Wurzen;DE;Altenpflegerin;82;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;36;;;;;;;;
EP;26.05.2019;;;Jutrowska;Norman;m;1975;39359;Oebisfelde-Weferlingen;ST;Schönebeck (Elbe);DE;Elektromeister;26;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;20;;;;;;;;
EP;26.05.2019;;;Jäger;Christian;m;1976;15344;Strausberg;BB;Rüdersdorf bei Berlin;DE;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;63;;;;;;;;
EP;26.05.2019;;;Jähn;Anne Franziska;w;1986;64289;Darmstadt;HE;Darmstadt;DE;pers. Referentin;71;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;7;;;;;;;;
EP;26.05.2019;;;Kader;Sabine;w;1967;50670;Köln;NW;Bonn;DE;Buffetier;63;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;105;;;;;;;;
EP;26.05.2019;;;Kaiser;Nicole;w;1988;95502;Himmelkron;BY;Kulmbach;DE;pers. Referentin;71;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;17;;;;;;;;
EP;26.05.2019;;;Kalmbacher;Jochem-Frank;m;1964;63110;Rodgau;HE;Bergen-Enkheim;DE;Krankenpfleger;81;Bewerber;Bund;99;Bundesgebiet;Bund;DIE VIOLETTEN;Die Violetten;1;;;;;;;;
EP;26.05.2019;;;Kalusche;Siegfried Uwe;m;1956;09112;Chemnitz;SN;Karl-Marx-Stadt;DE;Alltagsbetreuer;83;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;73;;;;;;;;
EP;26.05.2019;;;Kaminska;Renata;w;1968;10178;Berlin;BE;Hrubieszów, Polen;PL;Künstlerin;93;Bewerber;Bund;99;Bundesgebiet;Bund;DiEM25;Demokratie in Europa - DiEM25;20;;;;;;;;
EP;26.05.2019;;;Kamlah;Michael;m;1986;41236;Mönchengladbach;NW;Mönchengladbach;DE;Sozialarbeiter;83;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;111;;;;;;;;
EP;26.05.2019;;;Kammerevert;Petra;w;1966;40476;Düsseldorf;NW;Duisburg;DE;MdEP, Dipl.-Sozialwissenschaftlerin;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;13;;;;;;;;X
EP;26.05.2019;;;Kandziorowsky;Thomas Michael;m;1971;65835;Liederbach am Taunus;HE;Frankfurt am Main;DE;Dipl.-Betriebswirt;71;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;21;;;;;;;;
EP;26.05.2019;;;Kanty;Konstantin;m;1988;54293;Trier;RP;Rathenow;DE;Erzieher;83;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;23;;;;;;;;
EP;26.05.2019;;;Karrais;Daniel;m;1990;78736;Epfendorf;BW;Tübingen;DE;MdL BW, Maschinenbauingenieur;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;88;;;;;;;;
EP;26.05.2019;;;Kaspar;Gerd;m;1964;50931;Köln;NW;Fontainebleau, Frankreich;DE;Unternehmer;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;23;;;;;;;;
EP;26.05.2019;;;Kasztantowicz;Susanne;w;1986;66386;St. Ingbert;SL;Berlin;DE;Juristin;73;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;58;;;;;;;;
EP;26.05.2019;;;Kauch;Michael;m;1967;44135;Dortmund;NW;Dortmund;DE;Dipl.-Volkswirt;91;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;8;;;;;;;;
EP;26.05.2019;;;Kauer;Helmut;m;1961;83301;Traunreut;BY;Traunreut;DE;Servicetechniker;25;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;26;;;;;;;;
EP;26.05.2019;;;Kauert;Hans-Joachim;m;1955;52224;Stolberg (Rhld.);NW;Eschweiler;DE;Elektromeister;26;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;66;;;;;;;;
EP;26.05.2019;;;Kawemeyer;Stephan;m;1968;49419;Wagenfeld;NI;Diepholz;DE;Geschäftsführer;71;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;19;;;;;;;;
EP;26.05.2019;;;Keitel;Andreas;m;1983;38350;Helmstedt;NI;Wolmirstedt;DE;Gesundheits- und Kinderkrankenpfleger;81;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;9;;;;;;;;
EP;26.05.2019;;;Kelemidis;Apostolos;m;1967;73770;Denkendorf;BW;Stuttgart;DE;Unternehmer;71;Bewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;6;;;;;;;;
EP;26.05.2019;;;Keller;Maria Franziska;w;1981;10997;Berlin;BE;W.-P.-St. Guben, DDR (Guben);DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;1;;;;;;;;X
EP;26.05.2019;;;Kellerer;Helmut;m;1966;86152;Augsburg;BY;Pfaffenhofen a.d.Ilm;DE;Domchormesner;94;Bewerber;Bund;99;Bundesgebiet;Bund;BP;Bayernpartei;8;;;;;;;;
EP;26.05.2019;Dr.;;Kellermann;Thomas;m;1953;12207;Berlin;BE;Hamm;DE;Arzt Innere Medizin;81;Bewerber;Bund;99;Bundesgebiet;Bund;DiEM25;Demokratie in Europa - DiEM25;14;;;;;;;;
